/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/aerosmith/Aerosmith/06-Write_Me_a_Letter.mp3, aerosmith, 06-Write_Me_a_Letter
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Master_of_Puppets/04-Welcome_Home_Sanitarium_.mp3, metallica, 04-Welcome_Home_Sanitarium_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Master_of_Puppets/08-Damage_Inc.mp3, metallica, 08-Damage_Inc
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Metallica/04-The_Unforgiven.mp3, metallica, 04-The_Unforgiven
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Metallica/05-Wherever_I_May_Roam.mp3, metallica, 05-Wherever_I_May_Roam
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Metallica/12-The_Struggle_Within.mp3, metallica, 12-The_Struggle_Within
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Metallica/01-Enter_Sandman.mp3, metallica, 01-Enter_Sandman
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Metallica/07-Through_the_Never.mp3, metallica, 07-Through_the_Never
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Metallica/03-Holier_than_Thou.mp3, metallica, 03-Holier_than_Thou
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Metallica/10-The_God_that_Failed.mp3, metallica, 10-The_God_that_Failed
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Metallica/06-Dont_Tread_on_Me.mp3, metallica, 06-Dont_Tread_on_Me
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Metallica/09-Of_Wolf_and_Man.mp3, metallica, 09-Of_Wolf_and_Man
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Metallica/08-Nothing_Else_Matters.mp3, metallica, 08-Nothing_Else_Matters
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Metallica/02-Sad_but_True.mp3, metallica, 02-Sad_but_True
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/metallica/Metallica/11-My_Friend_of_Misery.mp3, metallica, 11-My_Friend_of_Misery
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/1999/11-International_Lover.mp3, prince, 11-International_Lover
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/1999/06-Automatic.mp3, prince, 06-Automatic
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/1999/09-Lady_Cab_Driver.mp3, prince, 09-Lady_Cab_Driver
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/1999/05-D_M_S_R_.mp3, prince, 05-D_M_S_R_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/1999/01-1999.mp3, prince, 01-1999
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/1999/02-Little_Red_Corvette.mp3, prince, 02-Little_Red_Corvette
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/1999/07-Something_In_The_Water_Does_Not_Compute_.mp3, prince, 07-Something_In_The_Water_Does_Not_Compute_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/1999/04-Let_s_Pretend_We_re_Married.mp3, prince, 04-Let_s_Pretend_We_re_Married
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/1999/03-Delirious.mp3, prince, 03-Delirious
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/1999/10-All_The_Critics_Love_U_In_New_York.mp3, prince, 10-All_The_Critics_Love_U_In_New_York
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/1999/08-Free.mp3, prince, 08-Free
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Lovesexy/08-I_Wish_U_Heaven.mp3, prince, 08-I_Wish_U_Heaven
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Lovesexy/02-Alphabet_Street.mp3, prince, 02-Alphabet_Street
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Lovesexy/05-Dance_On.mp3, prince, 05-Dance_On
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Lovesexy/01-Eye_No.mp3, prince, 01-Eye_No
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Lovesexy/03-Glam_Slam.mp3, prince, 03-Glam_Slam
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Lovesexy/06-Lovesexy.mp3, prince, 06-Lovesexy
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Lovesexy/07-When_2_R_In_Love.mp3, prince, 07-When_2_R_In_Love
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Lovesexy/09-Positivity.mp3, prince, 09-Positivity
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Lovesexy/04-Anna_Stesia.mp3, prince, 04-Anna_Stesia
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Parade/09-Do_u_Lie_.mp3, prince, 09-Do_u_Lie_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Parade/03-I_Wonder_U.mp3, prince, 03-I_Wonder_U
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Parade/06-Life_Can_be_so_Nice.mp3, prince, 06-Life_Can_be_so_Nice
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Parade/08-Mountains.mp3, prince, 08-Mountains
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Parade/10-Kiss.mp3, prince, 10-Kiss
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Parade/05-Girls_Boys.mp3, prince, 05-Girls_Boys
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Parade/07-Venus_de_Milo.mp3, prince, 07-Venus_de_Milo
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Parade/02-New_Position.mp3, prince, 02-New_Position
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Parade/01-Christopher_Tracy_s_Parade.mp3, prince, 01-Christopher_Tracy_s_Parade
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Parade/12-Sometimes_it_Snows_in_April.mp3, prince, 12-Sometimes_it_Snows_in_April
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Parade/11-Anotherloverholenyohead.mp3, prince, 11-Anotherloverholenyohead
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Parade/04-Under_The_Cherry_Moon.mp3, prince, 04-Under_The_Cherry_Moon
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Purple_Rain/02-Take_me_with_u.mp3, prince, 02-Take_me_with_u
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Purple_Rain/06-When_doves_cry.mp3, prince, 06-When_doves_cry
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Purple_Rain/03-The_beautiful_ones.mp3, prince, 03-The_beautiful_ones
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Purple_Rain/05-Darling_Nikki.mp3, prince, 05-Darling_Nikki
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Purple_Rain/04-Computer_blue.mp3, prince, 04-Computer_blue
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Purple_Rain/07-I_would_die_4_u.mp3, prince, 07-I_would_die_4_u
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Purple_Rain/08-Baby_I_m_a_star.mp3, prince, 08-Baby_I_m_a_star
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Purple_Rain/01-Let_s_go_crazy.mp3, prince, 01-Let_s_go_crazy
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/prince/Purple_Rain/09-Purple_Rain.mp3, prince, 09-Purple_Rain
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/A_Night_At_the_Opera/06-Sweet_Lady.mp3, queen, 06-Sweet_Lady
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/A_Night_At_the_Opera/14-You_re_My_Best_Friend.mp3, queen, 14-You_re_My_Best_Friend
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/A_Night_At_the_Opera/01-Death_On_Two_Legs_Dedicated_To_.mp3, queen, 01-Death_On_Two_Legs_Dedicated_To_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/A_Night_At_the_Opera/08-The_Prophet_s_Song.mp3, queen, 08-The_Prophet_s_Song
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/A_Night_At_the_Opera/04-You_re_My_Best_Friend.mp3, queen, 04-You_re_My_Best_Friend
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/A_Night_At_the_Opera/03-I_m_In_Love_With_My_Car.mp3, queen, 03-I_m_In_Love_With_My_Car
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/A_Night_At_the_Opera/12-God_Save_the_Queen.mp3, queen, 12-God_Save_the_Queen
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/A_Night_At_the_Opera/02-Lazing_On_a_Sunday_Afternoon.mp3, queen, 02-Lazing_On_a_Sunday_Afternoon
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/A_Night_At_the_Opera/11-Bohemian_Rhapsody.mp3, queen, 11-Bohemian_Rhapsody
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/A_Night_At_the_Opera/05-_39.mp3, queen, 05-_39
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/A_Night_At_the_Opera/13-I_m_In_Love_With_My_Car.mp3, queen, 13-I_m_In_Love_With_My_Car
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/A_Night_At_the_Opera/09-Love_of_My_Life.mp3, queen, 09-Love_of_My_Life
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/A_Night_At_the_Opera/07-Seaside_Rendezvous.mp3, queen, 07-Seaside_Rendezvous
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/A_Night_At_the_Opera/10-Good_Company.mp3, queen, 10-Good_Company
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Jazz/06-Let_Me_Entertain_You.mp3, queen, 06-Let_Me_Entertain_You
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Jazz/03-Jealousy.mp3, queen, 03-Jealousy
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Jazz/11-Leaving_Home_Ain_t_Easy.mp3, queen, 11-Leaving_Home_Ain_t_Easy
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Jazz/07-Dead_On_Time.mp3, queen, 07-Dead_On_Time
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Jazz/14-Fat_Bottomed_Girls_1991_Remix_.mp3, queen, 14-Fat_Bottomed_Girls_1991_Remix_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Jazz/10-Fun_It.mp3, queen, 10-Fun_It
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Jazz/13-More_Of_That_Jazz.mp3, queen, 13-More_Of_That_Jazz
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Jazz/02-Fat_Bottomed_Girls.mp3, queen, 02-Fat_Bottomed_Girls
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Jazz/01-Mustapha.mp3, queen, 01-Mustapha
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Jazz/05-If_You_Can_t_Beat_Them.mp3, queen, 05-If_You_Can_t_Beat_Them
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Jazz/12-Don_t_Stop_Me_Now.mp3, queen, 12-Don_t_Stop_Me_Now
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Jazz/09-Dreamers_Ball.mp3, queen, 09-Dreamers_Ball
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Jazz/15-Bicycle_Race_1991_Remix_.mp3, queen, 15-Bicycle_Race_1991_Remix_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Jazz/04-Bicycle_Race.mp3, queen, 04-Bicycle_Race
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Jazz/08-In_Only_Seven_Days.mp3, queen, 08-In_Only_Seven_Days
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/News_Of_The_World/09-Who_Needs_You.mp3, queen, 09-Who_Needs_You
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/News_Of_The_World/03-Sheer_Heart_Attack.mp3, queen, 03-Sheer_Heart_Attack
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/News_Of_The_World/08-Sleeping_On_The_Sidewalk.mp3, queen, 08-Sleeping_On_The_Sidewalk
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/News_Of_The_World/06-Fight_From_The_Inside.mp3, queen, 06-Fight_From_The_Inside
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/News_Of_The_World/11-My_Melancholy_Blues.mp3, queen, 11-My_Melancholy_Blues
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/News_Of_The_World/07-Get_Down_Make_Love.mp3, queen, 07-Get_Down_Make_Love
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/News_Of_The_World/01-We_Will_Rock_You.mp3, queen, 01-We_Will_Rock_You
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/News_Of_The_World/10-It_s_Late.mp3, queen, 10-It_s_Late
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/News_Of_The_World/12-We_Will_Rock_You_1991_Bonus_Remix_ruined_by_Rick_Rubin_.mp3, queen, 12-We_Will_Rock_You_1991_Bonus_Remix_ruined_by_Rick_Rubin_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/News_Of_The_World/04-All_Dead_All_Dead.mp3, queen, 04-All_Dead_All_Dead
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/News_Of_The_World/05-Spread_Your_Wings.mp3, queen, 05-Spread_Your_Wings
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/News_Of_The_World/02-We_Are_The_Champions.mp3, queen, 02-We_Are_The_Champions
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Sheer_Heart_Attack/10-Misfire.mp3, queen, 10-Misfire
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Sheer_Heart_Attack/11-Bring_Back_That_Leroy_Brown.mp3, queen, 11-Bring_Back_That_Leroy_Brown
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Sheer_Heart_Attack/05-Lily_Of_The_Valley.mp3, queen, 05-Lily_Of_The_Valley
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Sheer_Heart_Attack/04-Flick_Of_The_Wrist.mp3, queen, 04-Flick_Of_The_Wrist
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Sheer_Heart_Attack/08-Stone_Cold_Crazy.mp3, queen, 08-Stone_Cold_Crazy
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Sheer_Heart_Attack/13-In_The_Lap_Of_The_Gods_Revisited.mp3, queen, 13-In_The_Lap_Of_The_Gods_Revisited
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Sheer_Heart_Attack/01-Brighton_Rock.mp3, queen, 01-Brighton_Rock
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Sheer_Heart_Attack/07-In_The_Lap_Of_The_Gods.mp3, queen, 07-In_The_Lap_Of_The_Gods
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Sheer_Heart_Attack/14-Stone_Cold_Crazy_1991_Bonus_Remix_by_Michael_Wagener_.mp3, queen, 14-Stone_Cold_Crazy_1991_Bonus_Remix_by_Michael_Wagener_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Sheer_Heart_Attack/02-Killer_Queen.mp3, queen, 02-Killer_Queen
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Sheer_Heart_Attack/09-Dear_Friends.mp3, queen, 09-Dear_Friends
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Sheer_Heart_Attack/03-Tenement_Funster.mp3, queen, 03-Tenement_Funster
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Sheer_Heart_Attack/12-She_Makes_Me_Stormtrooper_In_Stilettos_.mp3, queen, 12-She_Makes_Me_Stormtrooper_In_Stilettos_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/queen/Sheer_Heart_Attack/06-Now_I_m_Here.mp3, queen, 06-Now_I_m_Here
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Amnesiac/06-Knives_Out.mp3, radiohead, 06-Knives_Out
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Amnesiac/10-Like_Spinning_Plates.mp3, radiohead, 10-Like_Spinning_Plates
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Amnesiac/09-Hunting_Bears.mp3, radiohead, 09-Hunting_Bears
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Amnesiac/11-Life_In_A_Glasshouse.mp3, radiohead, 11-Life_In_A_Glasshouse
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Amnesiac/02-Pyramid_Song.mp3, radiohead, 02-Pyramid_Song
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Amnesiac/07-Morning_Bell_Amnesiac.mp3, radiohead, 07-Morning_Bell_Amnesiac
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Amnesiac/05-I_Might_Be_Wrong.mp3, radiohead, 05-I_Might_Be_Wrong
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Amnesiac/04-You_and_Whose_Army.mp3, radiohead, 04-You_and_Whose_Army
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Amnesiac/08-Dollars_and_Cents.mp3, radiohead, 08-Dollars_and_Cents
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Amnesiac/03-Pilk_Pull_Revolving_Doors.mp3, radiohead, 03-Pilk_Pull_Revolving_Doors
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Amnesiac/01-Packt_Like_Sardines_In_A_Crush.mp3, radiohead, 01-Packt_Like_Sardines_In_A_Crush
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Hail_to_the_Theif/06-Where_I_End_and_You_Begin.mp3, radiohead, 06-Where_I_End_and_You_Begin
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Hail_to_the_Theif/05-Go_to_Sleep.mp3, radiohead, 05-Go_to_Sleep
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Hail_to_the_Theif/10-I_Will.mp3, radiohead, 10-I_Will
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Hail_to_the_Theif/03-Sail_to_the_Moon.mp3, radiohead, 03-Sail_to_the_Moon
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Hail_to_the_Theif/13-Scatterbrain.mp3, radiohead, 13-Scatterbrain
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Hail_to_the_Theif/14-A_Wolf_at_the_Door.mp3, radiohead, 14-A_Wolf_at_the_Door
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Hail_to_the_Theif/07-We_Suck_Young_Blood.mp3, radiohead, 07-We_Suck_Young_Blood
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Hail_to_the_Theif/02-Sit_Down_Stand_Up.mp3, radiohead, 02-Sit_Down_Stand_Up
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Hail_to_the_Theif/09-There_There.mp3, radiohead, 09-There_There
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Hail_to_the_Theif/08-The_Gloaming.mp3, radiohead, 08-The_Gloaming
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Hail_to_the_Theif/12-Myxomatosis.mp3, radiohead, 12-Myxomatosis
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Hail_to_the_Theif/01-2_2_5_The_Lukewarm_.mp3, radiohead, 01-2_2_5_The_Lukewarm_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Hail_to_the_Theif/11-A_Punchup_at_a_Wedding.mp3, radiohead, 11-A_Punchup_at_a_Wedding
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Hail_to_the_Theif/04-Backdrifts.mp3, radiohead, 04-Backdrifts
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Kid_A/10-Motion_Picture_Soundtrack_trimmed_.mp3, radiohead, 10-Motion_Picture_Soundtrack_trimmed_
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Kid_A/04-How_To_Disappear_Completely.mp3, radiohead, 04-How_To_Disappear_Completely
/Users/traychen/Desktop/Master 1-1/DL Music/DLMusic_2023Fall/HW1/artist20/mp3s-32k/radiohead/Kid_A/06-Optimistic.mp3, radiohead, 06-Optimistic
